PROPNUM,UnitID,RSV_CAT,Formation,SUBZONE,TC_AREA,TCA_Slot,Operator_SCST,OPERATOR_GROUP,PROCESSED,DensityWPS,MaxLengthBin,LateralLength,SurfaceLat,SurfaceLon,BottomLat,BottomLon,OIL_IP,OIL_IP2,OIL_IP3,OIL_DI,Oil_Def,OIL_B,OIL_SEG1_TIME,OIL_SEG2_TIME,GAS_IP,GAS_IP2,GAS_IP3,GAS_DI,GAS_Def,GAS_B,GAS_SEG1_TIME,GAS_SEG2_TIME,NGL/GAS,BTU,SHRINK,PAJ_OIL,PAJ_NGL,OIL_OPEX,GAS_OPEX,CAPITAL,CAPEX_OVV,OPC/T,WI,NRI,Royalty,SCHEDULE TIER,YEAR,Start_Date,WEIGHT,INCLUDE,
81186,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,E,CONTINENTAL,CLR,N,6,10K,9900,35.72456984,-98.53012,35.69661147,-98.53012,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,10,2031-07,0.05,1,
81245,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,A,CONTINENTAL,CLR,N,6,10K,9900,35.72466557,-98.54195,35.69668162,-98.54195,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,10,2031-07,0.06,1,
81215,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,B,CONTINENTAL,CLR,N,6,10K,9900,35.72464173,-98.53899,35.69666418,-98.53899,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,10,2031-07,0.06,1,
81325,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,C,CONTINENTAL,CLR,N,6,10K,9900,35.72461781,-98.53603,35.69664666,-98.53603,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,10,2031-07,0.06,1,
81251,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,D,CONTINENTAL,CLR,N,6,10K,9900,35.7245939,-98.53308,35.69662913,-98.53308,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,10,2031-07,0.06,1,
81187,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,E,CONTINENTAL,CLR,N,6,10K,9900,35.72456984,-98.53012,35.69661147,-98.53012,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,10,2031-07,0.06,1,
81305,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,F,CONTINENTAL,CLR,N,6,10K,9900,35.72454579,-98.52717,35.69659379,-98.52717,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,10,2031-07,0.06,1,
81244,2099,3LOC,MRMC,MRMC_U,CORE_WET_GAS,A,CONTINENTAL,CLR,N,6,10K,9900,35.72466557,-98.54195,35.69668162,-98.54195,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,11,2032-07,0.04,1,
81214,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,B,CONTINENTAL,CLR,N,6,10K,9900,35.72464173,-98.53899,35.69666418,-98.53899,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,11,2032-07,0.04,1,
81324,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,C,CONTINENTAL,CLR,N,6,10K,9900,35.72461781,-98.53603,35.69664666,-98.53603,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,11,2032-07,0.04,1,
81250,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,D,CONTINENTAL,CLR,N,6,10K,9900,35.7245939,-98.53308,35.69662913,-98.53308,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,11,2032-07,0.04,1,
81186,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,E,CONTINENTAL,CLR,N,6,10K,9900,35.72456984,-98.53012,35.69661147,-98.53012,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,11,2032-07,0.04,1,
81245,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,A,CONTINENTAL,CLR,N,6,10K,9900,35.72466557,-98.54195,35.69668162,-98.54195,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,11,2032-07,0.06,1,
81215,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,B,CONTINENTAL,CLR,N,6,10K,9900,35.72464173,-98.53899,35.69666418,-98.53899,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,11,2032-07,0.06,1,
81325,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,C,CONTINENTAL,CLR,N,6,10K,9900,35.72461781,-98.53603,35.69664666,-98.53603,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,11,2032-07,0.06,1,
81251,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,D,CONTINENTAL,CLR,N,6,10K,9900,35.7245939,-98.53308,35.69662913,-98.53308,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,11,2032-07,0.06,1,
81187,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,E,CONTINENTAL,CLR,N,6,10K,9900,35.72456984,-98.53012,35.69661147,-98.53012,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,11,2032-07,0.06,1,
81305,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,F,CONTINENTAL,CLR,N,6,10K,9900,35.72454579,-98.52717,35.69659379,-98.52717,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,11,2032-07,0.06,1,
81244,2099,3LOC,MRMC,MRMC_U,CORE_WET_GAS,A,CONTINENTAL,CLR,N,6,10K,9900,35.72466557,-98.54195,35.69668162,-98.54195,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,12,2033-07,0.04,1,
81214,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,B,CONTINENTAL,CLR,N,6,10K,9900,35.72464173,-98.53899,35.69666418,-98.53899,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,12,2033-07,0.04,1,
81324,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,C,CONTINENTAL,CLR,N,6,10K,9900,35.72461781,-98.53603,35.69664666,-98.53603,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,12,2033-07,0.04,1,
81250,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,D,CONTINENTAL,CLR,N,6,10K,9900,35.7245939,-98.53308,35.69662913,-98.53308,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,12,2033-07,0.04,1,
81186,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,E,CONTINENTAL,CLR,N,6,10K,9900,35.72456984,-98.53012,35.69661147,-98.53012,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,12,2033-07,0.04,1,
81245,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,A,CONTINENTAL,CLR,N,6,10K,9900,35.72466557,-98.54195,35.69668162,-98.54195,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,12,2033-07,0.06,1,
81215,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,B,CONTINENTAL,CLR,N,6,10K,9900,35.72464173,-98.53899,35.69666418,-98.53899,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,12,2033-07,0.06,1,
81325,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,C,CONTINENTAL,CLR,N,6,10K,9900,35.72461781,-98.53603,35.69664666,-98.53603,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,12,2033-07,0.06,1,
81251,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,D,CONTINENTAL,CLR,N,6,10K,9900,35.7245939,-98.53308,35.69662913,-98.53308,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,12,2033-07,0.06,1,
81187,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,E,CONTINENTAL,CLR,N,6,10K,9900,35.72456984,-98.53012,35.69661147,-98.53012,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,12,2033-07,0.06,1,
81305,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,F,CONTINENTAL,CLR,N,6,10K,9900,35.72454579,-98.52717,35.69659379,-98.52717,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,12,2033-07,0.06,1,
81244,2099,3LOC,MRMC,MRMC_U,CORE_WET_GAS,A,CONTINENTAL,CLR,N,6,10K,9900,35.72466557,-98.54195,35.69668162,-98.54195,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,13,2034-07,0.03,1,
81214,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,B,CONTINENTAL,CLR,N,6,10K,9900,35.72464173,-98.53899,35.69666418,-98.53899,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,13,2034-07,0.03,1,
81324,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,C,CONTINENTAL,CLR,N,6,10K,9900,35.72461781,-98.53603,35.69664666,-98.53603,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,13,2034-07,0.03,1,
81250,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,D,CONTINENTAL,CLR,N,6,10K,9900,35.7245939,-98.53308,35.69662913,-98.53308,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,13,2034-07,0.03,1,
81186,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,E,CONTINENTAL,CLR,N,6,10K,9900,35.72456984,-98.53012,35.69661147,-98.53012,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,13,2034-07,0.03,1,
81245,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,A,CONTINENTAL,CLR,N,6,10K,9900,35.72466557,-98.54195,35.69668162,-98.54195,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,13,2034-07,0.06,1,
81215,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,B,CONTINENTAL,CLR,N,6,10K,9900,35.72464173,-98.53899,35.69666418,-98.53899,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,13,2034-07,0.06,1,
81325,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,C,CONTINENTAL,CLR,N,6,10K,9900,35.72461781,-98.53603,35.69664666,-98.53603,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,13,2034-07,0.06,1,
81251,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,D,CONTINENTAL,CLR,N,6,10K,9900,35.7245939,-98.53308,35.69662913,-98.53308,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,13,2034-07,0.06,1,
81187,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,E,CONTINENTAL,CLR,N,6,10K,9900,35.72456984,-98.53012,35.69661147,-98.53012,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,13,2034-07,0.06,1,
81305,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,F,CONTINENTAL,CLR,N,6,10K,9900,35.72454579,-98.52717,35.69659379,-98.52717,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,13,2034-07,0.06,1,
81244,2099,3LOC,MRMC,MRMC_U,CORE_WET_GAS,A,CONTINENTAL,CLR,N,6,10K,9900,35.72466557,-98.54195,35.69668162,-98.54195,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,14,2035-07,0.03,1,
81214,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,B,CONTINENTAL,CLR,N,6,10K,9900,35.72464173,-98.53899,35.69666418,-98.53899,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,14,2035-07,0.03,1,
81324,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,C,CONTINENTAL,CLR,N,6,10K,9900,35.72461781,-98.53603,35.69664666,-98.53603,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,14,2035-07,0.03,1,
81250,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,D,CONTINENTAL,CLR,N,6,10K,9900,35.7245939,-98.53308,35.69662913,-98.53308,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,14,2035-07,0.03,1,
81186,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,E,CONTINENTAL,CLR,N,6,10K,9900,35.72456984,-98.53012,35.69661147,-98.53012,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,14,2035-07,0.03,1,
81245,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,A,CONTINENTAL,CLR,N,6,10K,9900,35.72466557,-98.54195,35.69668162,-98.54195,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,14,2035-07,0.07,1,
81215,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,B,CONTINENTAL,CLR,N,6,10K,9900,35.72464173,-98.53899,35.69666418,-98.53899,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,14,2035-07,0.07,1,
81325,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,C,CONTINENTAL,CLR,N,6,10K,9900,35.72461781,-98.53603,35.69664666,-98.53603,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,14,2035-07,0.07,1,
81251,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,D,CONTINENTAL,CLR,N,6,10K,9900,35.7245939,-98.53308,35.69662913,-98.53308,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,14,2035-07,0.07,1,
81187,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,E,CONTINENTAL,CLR,N,6,10K,9900,35.72456984,-98.53012,35.69661147,-98.53012,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,14,2035-07,0.07,1,
81305,2099,3LOC,WDFD,WDFD,STACK_FRINGE_GAS,F,CONTINENTAL,CLR,N,6,10K,9900,35.72454579,-98.52717,35.69659379,-98.52717,16.83849531,,48.92694863,83.20866819,8,1.01,1,,5272.646785,,11377.22021,69.08150676,6,1.1,1,,0,1398,100,-2.11,0,6.5,1.18,10090.2505,6048.740178,,0,0.013232873,0.125,5,14,2035-07,0.07,1,
81244,2099,3LOC,MRMC,MRMC_U,CORE_WET_GAS,A,CONTINENTAL,CLR,N,6,10K,9900,35.72466557,-98.54195,35.69668162,-98.54195,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,15,2036-07,0.04,1,
81214,2099,3NTI,MRMC,MRMC_U,CORE_WET_GAS,B,CONTINENTAL,CLR,N,6,10K,9900,35.72464173,-98.53899,35.69666418,-98.53899,164.1713454,,280.8551116,82.21580006,8,1.01,1,,9530.255347,,18427.34837,72.82114124,6,1.1,1,,0,1444,100,-2.11,0,6.5,1.21,9871.576156,5895.668134,,0,0.013232873,0.125,3,15,2036-07,0.04,1,
